NGA,PolID,Time,PropCoded,Pop,Terr,Cap,Hier,Gov,Infra,Info,Money,Dupl,Uniq
Middle Yellow River Valley,CnMing*,1400,98,7.802987374,6.591064607,5.176091259,6.333333333,0.818181818,0.908333333,2,1,n,y
Middle Yellow River Valley,CnMing*,1500,98,7.706792007,6.66331015,5.827369273,6.333333333,0.818181818,0.908333333,2,1,n,y
Middle Yellow River Valley,CnMing*,1600,98,8.001219944,6.562887381,5.848804701,6.333333333,0.909090909,0.908333333,2,1,n,y
Middle Yellow River Valley,CnQingE,1700,96.1,8.09047842,7.117271296,5.876884369,8,1,0.925,2,1,n,y
Middle Yellow River Valley,CnQingL,1800,98,8.469822016,7.053078443,5.949825059,8,1,0.925,2,1,n,y
Middle Yellow River Valley,CnQingL,1900,98,8.532005427,7.053078443,6.043115387,8,1,0.925,2,1,n,y
Kansai,JpJomo1,-10000,64.7,2.825703756,2.798459113,2.481715051,0.999069906,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9900,64.7,2.844995866,2.438936788,2.503399162,1.122317985,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9800,64.7,2.376826472,2.549967671,2.370480921,0.953010686,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9700,64.7,2.785965284,2.948712066,2.376153037,1.036127922,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9600,64.7,2.55223172,2.866898035,2.456708034,1.039661651,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9500,64.7,2.686099057,3.096415284,2.467071809,1.244463689,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9400,64.7,2.655735603,2.665363703,2.536864042,0.973128444,0,0.0625,0,0,n,n
Kansai,JpJomo1,-9300,64.7,2.647983407,2.802910626,2.548189076,1.336833492,0,0.0625,0,0,n,n
Kansai,JpJomo2,-9200,66.7,2.953125289,2.7791768,2.849196184,2,0,0.0625,0,0,n,y
Kansai,JpJomo2,-9100,66.7,3.200622683,3.219979501,2.553570126,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-9000,66.7,3.354964961,2.882405446,2.906298499,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8900,66.7,3.116228119,3.11191939,2.767459352,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8800,66.7,3.088512681,3.208443777,2.715826345,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8700,66.7,3.283920315,3.232274584,2.686559966,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8600,66.7,3.106839391,3.014195143,2.684130946,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8500,66.7,3.167039288,2.812378977,2.874596943,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8400,66.7,3.343812456,3.09722833,2.618483462,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8300,66.7,3.227557366,2.856733992,2.72321579,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8200,66.7,3.128707175,3.085142722,2.492216312,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8100,66.7,3.136617154,2.991267194,2.751966059,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-8000,66.7,3.276166152,3.075188772,2.6806823,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7900,66.7,3.496236094,2.903561552,2.834369296,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7800,66.7,2.860679066,2.46216079,2.873834802,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7700,66.7,3.071852618,2.969599138,2.466611814,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7600,66.7,3.063674554,2.953733471,2.67879076,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7500,66.7,3.125081316,3.243334054,2.684486505,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7400,66.7,3.091253257,3.256216537,2.71414972,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7300,66.7,3.016856903,2.95246509,2.48226159,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7200,66.7,3.057634412,2.933210183,2.758594872,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7100,66.7,3.418941864,3.501060116,2.716729458,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-7000,66.7,3.615607381,2.975924342,2.811666244,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6900,66.7,3.12114303,3.24732588,2.623312358,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6800,66.7,3.016013239,3.406737289,2.675933192,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6700,66.7,3.468582495,2.90569407,2.576563157,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6600,66.7,3.407616236,2.671327754,2.704794841,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6500,66.7,2.806229137,3.201349416,2.673308602,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6400,66.7,3.085155444,2.869295719,2.964890132,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6300,66.7,3.285599323,2.934983269,2.877281635,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6200,66.7,3.273099973,3.130309011,2.74470514,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6100,66.7,3.385683278,2.933765387,2.662883881,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-6000,66.7,3.57788075,3.11152675,2.886418408,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5900,66.7,3.199217967,2.994450807,2.583110009,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5800,66.7,3.352740347,3.073085934,2.708219596,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5700,66.7,3.207733335,3.034199196,2.565815153,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5600,66.7,2.950971199,3.0855811,2.682549121,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5500,66.7,3.234172663,2.993026351,2.775495337,2,0,0.0625,0,0,n,n
Kansai,JpJomo2,-5400,66.7,3.209541625,3.007542401,2.732977824,2,0,0.0625,0,0,n,n
Kansai,JpJomo3,-5300,68.6,3.045192549,3.269725467,2.659805433,2,0,0.166666667,0,0.1,n,y
Kansai,JpJomo3,-5200,68.6,3.154081762,3.242308391,2.840500412,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-5100,68.6,3.620271467,3.359115963,2.888213336,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-5000,68.6,3.463523823,3.146632889,2.782144627,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4900,68.6,3.390830603,3.223836458,2.755524455,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4800,68.6,3.210232026,3.504390466,2.696504152,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4700,68.6,3.311340456,3.11635594,2.874874754,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4600,68.6,3.566493531,3.359041759,2.735353127,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4500,68.6,3.639812754,3.079489908,2.796397526,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4400,68.6,3.466831806,2.864037397,2.870442201,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4300,68.6,3.137678811,3.362152827,2.943576718,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4200,68.6,3.619551478,2.96724167,3.086923325,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4100,68.6,3.331011884,3.21736063,2.619162468,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-4000,68.6,3.232899938,3.178654028,2.831277483,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-3900,68.6,2.92762003,3.032588736,3.006842102,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-3800,68.6,3.231307766,3.114161861,2.710143318,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-3700,68.6,3.500850781,3.219680595,2.847849545,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo3,-3600,68.6,3.222264631,3.438113864,2.86290299,2,0,0.166666667,0,0.1,n,n
Kansai,JpJomo4,-3500,70.6,3.611897448,3.380517245,2.962343226,2,0,0.177777778,0.25,0.1,n,y
Kansai,JpJomo4,-3400,70.6,3.821583202,3.053095166,2.901525771,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-3300,70.6,3.516535609,3.570512948,2.969716515,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-3200,70.6,3.441085742,3.399795822,2.931352881,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-3100,70.6,3.256050262,3.155260339,2.791296487,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-3000,70.6,3.77062239,3.677205664,2.853206436,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-2900,70.6,3.639657278,3.178657594,2.809927181,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-2800,70.6,3.497063451,3.26714708,2.760181729,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-2700,70.6,3.728089147,3.011344661,2.829280838,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo4,-2600,70.6,3.616894271,3.057647304,2.788189256,2,0,0.177777778,0.25,0.1,n,n
Kansai,JpJomo5,-2500,68.6,2.958945597,2.813723866,2.646214182,1.091596838,0,0.177777778,0,0,n,y
Kansai,JpJomo5,-2400,68.6,3.05250717,2.9128902,2.579469053,0.969322047,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-2300,68.6,3.03794269,2.812278983,2.533785547,1.425497898,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-2200,68.6,3.126473017,2.626599064,2.486393709,0.729244374,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-2100,68.6,3.025382708,2.819408629,2.55389407,0.721033153,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-2000,68.6,2.858701101,2.760046417,2.624749844,1.128781905,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1900,68.6,2.935139636,3.009633987,2.399075789,1.414011637,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1800,68.6,2.986010549,2.62554901,2.691462659,1.346654306,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1700,68.6,2.914700675,2.527301685,2.46674534,0.94276149,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1600,68.6,2.982753957,2.724687811,2.726083646,0.919232155,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1500,68.6,2.968948284,2.844145456,2.454238466,0.987700801,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1400,68.6,2.926313656,3.198295412,2.644672911,0.950903079,0,0.177777778,0,0,n,n
Kansai,JpJomo5,-1300,68.6,3.14477766,3.081873996,2.356464601,1.119158188,0,0.177777778,0,0,n,n
Kansai,JpJomo6,-1200,68.6,2.833404033,2.705052625,2.841702749,1.095932393,0.009090909,0.177777778,0,0,n,y
Kansai,JpJomo6,-1100,68.6,3.053678789,2.776595669,2.651063234,1.401541847,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-1000,68.6,2.575322152,2.784216672,2.639799941,0.906965802,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-900,68.6,2.895382678,2.740988544,2.391696111,1.050432136,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-800,68.6,3.179056072,2.767535755,2.496797138,1.496056594,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-700,68.6,2.397385495,2.748571476,2.453732306,0.66722671,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-600,68.6,2.965707453,2.397034748,2.566818381,1.217593764,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-500,68.6,2.654430328,2.777379198,2.760533859,1.159200497,0.009090909,0.177777778,0,0,n,n
Kansai,JpJomo6,-400,68.6,3.157603371,3.046396627,2.554778293,1.252961609,0.009090909,0.177777778,0,0,n,n
Kansai,JpYayoi,-300,84.3,3.333484327,2.70817262,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,y
Kansai,JpYayoi,-200,84.3,3.333484327,2.644727579,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,n
Kansai,JpYayoi,-100,84.3,3.333484327,2.695194148,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,n
Kansai,JpYayoi,0,84.3,3.333484327,2.535208224,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,n
Kansai,JpYayoi,100,84.3,3.333484327,2.787048986,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,n
Kansai,JpYayoi,200,84.3,3.333484327,2.790864664,3.188729431,2.323895047,0.144444444,0.466666667,0.75,0.666666667,n,n
Kansai,JpKofun,300,72.5,5.250870562,3.706002181,3.970098608,3.175261025,0.483333333,0.56875,0.861111111,0.666666667,n,y
Kansai,JpKofun,400,72.5,5.392601793,3.706002181,4.012711021,3.345848684,0.483333333,0.56875,1.302777778,0.666666667,n,y
Kansai,JpKofun,500,72.5,5.471729337,3.706002181,4.00963011,3.345848684,0.483333333,0.625,1.555555556,0.666666667,n,y
Kansai,JpAsuka,600,84.3,6.240916601,5.102219154,4.675421668,4.307699807,0.89,0.77,1.666666667,0.833333333,n,y
Kansai,JpAsuka,700,84.3,6.789599387,5.102219154,4.896432917,4.307699807,0.89,0.77,1.666666667,0.833333333,n,y
Kansai,JpHeian,800,92.2,6.602059991,5.54657212,5.301029996,4.509409722,0.89,0.833333333,2,0.833333333,n,y
Kansai,JpHeian,900,92.2,6.703841396,5.54657212,5.301029996,4.509409722,0.89,0.833333333,2,0.833333333,n,y
Kansai,JpHeian,1000,92.2,6.674862893,5.54657212,5.243038049,4.509409722,0.89,0.833333333,2,0.833333333,n,y
Kansai,JpHeian,1100,92.2,6.772313501,5.54657212,5.243038049,4.509409722,0.89,0.833333333,2,0.833333333,n,y
Kansai,JpKamak,1200,92.2,6.769938963,5.469822016,5.143785015,5.332554262,0.736363636,0.909090909,1.777777778,0.666666667,n,y
Kansai,JpKamak,1300,92.2,6.774800119,5.469822016,5.20509137,5.332554262,0.736363636,0.909090909,1.777777778,0.666666667,n,y
Kansai,JpAshik,1400,94.1,7.096910013,5.469822016,5.176091259,6.052562847,0.69,0.916666667,1.888888889,0.666666667,n,y
Kansai,JpSengk,1500,90.2,7.230448921,4.176091259,4.602059991,5.220111444,0.49,0.84,1.333333333,0.833333333,n,y
Kansai,JpAzMom,1600,94.1,7.397940009,5.469822016,5,5.222441335,0.71,0.925,1.888888889,0.833333333,n,y
Kansai,JpTokgw,1700,98,7.462397998,5.469822016,6.113943352,6.375813287,0.909090909,1,2,1,n,y
Kansai,JpTokgw,1800,98,7.505149978,5.469822016,6.146128036,6.375813287,0.909090909,1,2,1,n,y
Southern China Hills,CnHQngL,1800,64.7,5.301029996,4.007150105,3.985049128,2.5,0.5,0.6,0.111111111,0.666666667,n,y
Southern China Hills,CnHChin,1900,90.2,5.180631896,4.810176578,3.598972956,1.666666667,0,0.583333333,1.444444444,0.666666667,n,y
Big Island Hawaii,Hawaii1,1000,76.5,3.196129152,3.541841269,2.543422351,1.007019949,0.090909091,0.1,0,0.3,n,y
Big Island Hawaii,Hawaii1,1100,76.5,3.345670327,3.414100921,2.424201082,0.956630707,0.090909091,0.1,0,0.3,n,n
Big Island Hawaii,Hawaii2,1200,86.3,3.740290918,3.331531514,3.01726761,1.761038535,0.090909091,0.090909091,0.5,0.3,n,y
Big Island Hawaii,Hawaii2,1300,86.3,4.006878523,3.331531514,3.090307617,1.602042868,0.090909091,0.090909091,0.5,0.3,n,y
Big Island Hawaii,Hawaii2,1400,86.3,4.259356524,3.331531514,3.231121846,2.702791547,0.090909091,0.181818182,0.5,0.3,n,y
Big Island Hawaii,Hawaii2,1500,86.3,4.495804015,3.331531514,3.349064337,2.369519007,0.172727273,0.181818182,0.5,0.3,n,y
Big Island Hawaii,Hawaii2,1600,80.4,3.88409827,3.331531514,3.027517651,1.967787825,0.09,0.1,0.5,0.3,n,y
Big Island Hawaii,Hawaii3,1700,94.1,5.11292086,3.948047505,3.933483619,3.178333771,0.227272727,0.290909091,0.5,0.3,n,y
Big Island Hawaii,USKameh,1800,92.2,5.042764955,4.197752251,3.790118427,3.500929131,0.35,0.218181818,0.5,0.3,n,y
Oro PNG,PgOrokE,1800,94.1,3.557997054,3.145098429,2.850725507,2,0,0.083333333,0.5,0.333333333,n,y
Oro PNG,PgOrokL,1900,98,3.954242509,4.357934847,2.838049556,2,0.545454545,0.325,1.333333333,1,n,y
Chuuk Islands,FmTrukE,1800,94.1,3.004932494,2.238541578,2.141233985,2,0,0.083333333,0.5,0.166666667,n,y
Chuuk Islands,FmTrukL,1900,96.1,3.963787827,2.104487111,3.179826999,3,0.609090909,0.35,1.222222222,1,n,y
Valley of Oaxaca,MxTieLa,-1400,86.3,2.324141183,1.866868956,2.257727131,1,0.090909091,0.109090909,0,0,n,y
Valley of Oaxaca,MxTieLa,-1300,86.3,2.35483116,1.930704278,2.261122132,1,0.090909091,0.109090909,0,0,n,n
Valley of Oaxaca,MxTieLa,-1200,86.3,2.300104049,2.092968303,2.221038386,1,0.090909091,0.109090909,0,0,n,n
Valley of Oaxaca,MxSanGu,-1100,86.3,3.268676356,2.210698209,3.110969362,1.5,0.045454545,0.02,0,0,n,y
Valley of Oaxaca,MxSanGu,-1000,86.3,3.048005497,2.655947659,3.110969362,1.5,0.045454545,0.02,0,0,n,n
Valley of Oaxaca,MxSanGu,-900,86.3,3.096513082,2.170013191,3.110969362,1.5,0.045454545,0.02,0,0,n,n
Valley of Oaxaca,MxSanGu,-800,86.3,3.109929517,2.515020674,3.110969362,1.5,0.045454545,0.02,0,0,n,n
Valley of Oaxaca,MxRosar,-700,88.2,3.176337443,2.536553694,3,2,0.03,0.027272727,1.111111111,0,n,y
Valley of Oaxaca,MxRosar,-600,88.2,3.176337443,2.534196196,3,2,0.03,0.027272727,1.111111111,0,n,n
Valley of Oaxaca,MxAlb1E,-500,94.1,4.1874806,3.113943352,3.301029996,1.76598169,0,0,1.111111111,0,n,y
Valley of Oaxaca,MxAlb1E,-400,94.1,4.1874806,3.113943352,3.722633923,1.76598169,0,0,1.111111111,0,n,y
Valley of Oaxaca,MxAlb1L,-300,84.3,4.7336054,3.698970004,3.722633923,3,0.571428571,0.25,1.111111111,0,n,y
Valley of Oaxaca,MxAlb1L,-200,84.3,4.7336054,3.698970004,3.722633923,3,0.571428571,0.25,1.111111111,0,n,n
Valley of Oaxaca,MxAlb2*,-100,94.1,4.648624406,4.301029996,4.161368002,3,0.39,0.25,1.111111111,0,n,y
Valley of Oaxaca,MxAlb2*,0,94.1,4.648624406,4.301029996,4.161368002,3,0.39,0.25,1.111111111,0,n,n
Valley of Oaxaca,MxAlb2*,100,94.1,4.648624406,4.301029996,4.161368002,3,0.39,0.25,1.111111111,0,n,n
Valley of Oaxaca,MxAlb3A,200,86.3,4.978014131,4.139913964,4.316904095,2.789883307,0.2375,0.190909091,0.861111111,0,n,y
Valley of Oaxaca,MxAlb3A,300,86.3,4.898016538,4.139913964,4.316904095,2.789883307,0.2375,0.190909091,0.861111111,0,n,n
Valley of Oaxaca,MxAlb3A,400,86.3,4.888700045,4.139913964,4.316904095,2.789883307,0.2375,0.190909091,0.861111111,0,n,n
Valley of Oaxaca,MxAlb3B,500,78.4,3.901918191,3.988537222,4.351319196,2.4953415,0.571428571,0.044444444,1.222222222,0.15,n,y
Valley of Oaxaca,MxAlb3B,600,78.4,3.901918191,3.545230208,4.351319196,2.4953415,0.571428571,0.044444444,1.222222222,0.15,n,n
Valley of Oaxaca,MxAlb3B,700,78.4,3.901918191,3.735785571,4.351319196,2.162008167,0.571428571,0.044444444,1.222222222,0.15,n,y
Valley of Oaxaca,MxAlb3B,800,78.4,3.901918191,3.641715992,4.351319196,2.162008167,0.514285714,0.044444444,1.222222222,0.15,n,y
Valley of Oaxaca,MxAlb5*,900,76.5,3.972842932,3.631785295,3.833853062,2.131844562,0.4625,0.05,1.222222222,0,n,y
Valley of Oaxaca,MxAlb5*,1000,74.5,3.972842932,3.561150625,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,y
Valley of Oaxaca,MxAlb5*,1100,74.5,3.972842932,3.580616535,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,n
Valley of Oaxaca,MxAlb5*,1200,74.5,3.972842932,4.07784516,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,n
Valley of Oaxaca,MxAlb5*,1300,74.5,3.972842932,3.742132707,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,n
Valley of Oaxaca,MxAlb5*,1400,74.5,3.972842932,3.846189427,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,n
Valley of Oaxaca,MxAlb5*,1500,74.5,3.972842932,3.80163217,3.833853062,2.305896095,0.457142857,0.05,1.222222222,0,n,n
Cahokia,USMisEW,-600,88.2,1.596734019,1.610784446,1.581950288,1,0,0.083333333,0,0.166666667,n,y
Cahokia,USMisEW,-500,88.2,1.596734019,1.628022083,1.581950288,1,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisEW,-400,88.2,1.596734019,1.447643076,1.581950288,1,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisEW,-300,88.2,1.596734019,1.333882137,1.581950288,1,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisEW,-200,88.2,1.596734019,1.405322147,1.581950288,1,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisMW,-100,88.2,1.597619807,0.900790289,1.576121169,1.21374538,0,0.083333333,0,0.166666667,n,y
Cahokia,USMisMW,0,88.2,1.597619807,1.542073649,1.576121169,1.21374538,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisMW,100,88.2,1.597619807,1.234661044,1.576121169,1.21374538,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisMW,200,88.2,1.597619807,1.350814111,1.576121169,1.21374538,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisRo,300,88.2,1.616754123,1.301156509,1.603943537,1,0,0.083333333,0,0.166666667,n,y
Cahokia,USMisRo,400,88.2,1.616754123,1.582188755,1.603943537,1,0,0.083333333,0,0.166666667,n,n
Cahokia,USMisMu,500,88.2,1.612170291,1.55473641,1.613079392,1,0,0.091666667,0,0.166666667,n,y
Cahokia,USMisPa,600,88.2,1.589011942,1.196217998,1.581323631,1.333333333,0,0.091666667,0,0.166666667,n,y
Cahokia,USMisPa,700,88.2,1.589011942,1.205143149,1.581323631,1.333333333,0,0.091666667,0,0.166666667,n,n
Cahokia,USMisSp,800,90.2,2.653268053,2.166548619,2.649679999,1.666666667,0,0.1,0,0.166666667,n,y
Cahokia,USMisME,900,86.3,2.654023849,2.167271652,2.6514905,1.666666667,0.15,0.316666667,0,0.3,n,y
Cahokia,USMisME,1000,86.3,2.654023849,2.167271652,2.6514905,2.333333333,0.15,0.316666667,0,0.3,n,y
Cahokia,USCahoE,1100,82.4,4.649084734,3.417402421,4.106132759,3.144345927,0.333333333,0.325,0,0.3,n,y
Cahokia,USCahoL,1200,82.4,4.65631785,3.411744226,4.08134196,3.193375562,0.333333333,0.325,0,0.3,n,y
Cahokia,USMisSd,1300,78.4,4.124727351,2.821256128,3.759957008,2.666666667,0.2,0.263636364,0,0.3,n,y
Cahokia,USOneot,1400,70.6,2.820327132,2.588641575,2.301029996,1.505467382,0.071428571,0.3125,0,0.3,n,y
Cahokia,USOneot,1500,70.6,2.806422486,2.34928046,2.301029996,1.505467382,0.071428571,0.3125,0,0.3,n,n
Cahokia,USOneot,1600,70.6,3.6585134,3.238080382,3.378615616,1.505467382,0.071428571,0.3125,0,0.3,n,y
Cahokia,USIllin,1700,68.6,3.989502753,4.205834869,3.187648092,1.666666667,0.033333333,0.233333333,0.5,0.3,n,y
Finger Lakes,UsIroqE,1600,98,3.740362689,5,3.092687752,2.666666667,0.045454545,0.083333333,0.5,0.333333333,n,y
Finger Lakes,UsIroqE,1700,96.1,4.80879701,5,3.092687752,2.666666667,0.045454545,0.083333333,0.5,0.333333333,n,y
Finger Lakes,UsIroqL,1800,98,4.079181246,5,3.197533253,2.666666667,0.045454545,0.083333333,0.5,0.666666667,n,y
Cuzco,PeCuzLF,100,74.5,3.567809315,3.314005726,3.362822132,3,0.1,0.18,0,0,n,y
Cuzco,PeCuzE1,200,72.5,3.577473168,2.856924256,3.20341418,3,0.1,0.214285714,0,0.05,n,y
Cuzco,PeCuzE1,300,72.5,3.450937878,2.836920243,3.194869008,3,0.1,0.214285714,0,0.05,n,n
Cuzco,PeCuzE1,400,72.5,3.629172088,3,3.321715033,3,0.1,0.214285714,0,0.05,n,y
Cuzco,PeCuzE2,500,76.5,3.573400271,3,3.187335833,3,0.1,0.18,0,0.05,n,y
Cuzco,PeCuzE2,600,76.5,3.462642975,3,3.414929728,3,0.1,0.18,0,0.05,n,n
Cuzco,PeWari*,700,82.4,5.46186697,5.224397768,4.714594135,4.033883906,0.355555556,0.7625,0.275,0.166666667,n,y
Cuzco,PeWari*,800,82.4,5.46186697,5.224397768,4.714594135,4.033883906,0.355555556,0.7625,0.275,0.166666667,n,n
Cuzco,PeWari*,900,82.4,5.46186697,5.224397768,4.714594135,4.033883906,0.355555556,0.7625,0.275,0.166666667,n,n
Cuzco,PeCuzL1,1000,84.3,3.97784743,2.774963736,3.540776641,4,0.1,0.44,0,0.166666667,n,y
Cuzco,PeCuzL1,1100,84.3,3.78391511,2.774963736,3.728460269,4,0.1,0.44,0,0.166666667,n,n
Cuzco,PeCuzL1,1200,84.3,3.659473832,2.774963736,3.714225896,4,0.1,0.44,0,0.166666667,n,n
Cuzco,PeCuzL2,1300,82.4,4.247524539,3.398833414,3.858367854,4,0.41,0.61,0,0.166666667,n,y
Cuzco,PeInca*,1400,98,6.104416636,5.909433664,4.719099705,5.331664576,0.581818182,0.758333333,0.5,0.3,n,y
Cuzco,PeInca*,1500,100,6.982683076,6.081805704,4.719099705,5.331664576,0.581818182,0.758333333,0.5,0.3,n,y
Cuzco,EsHabsb,1600,92.2,7.462397998,6.851258349,5.350248018,8.666666667,0.918181818,0.991666667,1.888888889,0.833333333,n,y
Cuzco,EsHabsb,1700,86.3,7.982362749,6.819159347,6.07629425,8.666666667,0.918181818,0.991666667,1.888888889,0.833333333,n,y
North Colombia,CoNahua,300,62.7,3.15846068,2.819756647,2.827714572,1.345200441,0.04,0.5,0.5,0.1,n,y
North Colombia,CoNahua,400,62.7,3.362518005,2.548058944,2.827714572,1.345200441,0.04,0.5,0.5,0.1,n,n
North Colombia,CoNahua,500,62.7,3.49980064,2.629561599,2.827714572,1.345200441,0.04,0.5,0.5,0.1,n,n
North Colombia,CoNahua,600,62.7,3.320682588,2.460725451,2.827714572,1.345200441,0.04,0.6125,0.5,0.1,n,y
North Colombia,CoNahua,700,62.7,3.289835736,2.681792328,2.827714572,1.585164244,0.04,0.6125,0.5,0.1,n,y
North Colombia,CoNahua,800,64.7,2.973171487,2.586649711,2.827714572,1.585164244,0.04,0.644444444,0.5,0.1,n,y
North Colombia,CoNahua,900,66.7,3.238530569,2.401739312,2.827714572,1.585164244,0.04,0.644444444,0.5,0.1,n,y
North Colombia,CoNahua,1000,66.7,3.238530569,2.520351118,2.827714572,1.585164244,0.04,0.644444444,0.5,0.1,n,n
North Colombia,CoTairo,1100,88.2,3.238530569,2.176091259,2.157530359,1.810962319,0.22,0.877777778,0.5,0.5,n,y
North Colombia,CoTairo,1200,88.2,3.238530569,2.176091259,3.168954841,1.810962319,0.22,0.877777778,0.5,0.5,n,y
